id,a_est,a_se,Tmin_est,Tmin_se,Tmax_est,Tmax_se,Value,Topt_se,starting_a,starting_Tmin,starting_Tmax
40,2.4481835193357554e-4,1.527968425406596e-5,7.051727958114347,0.6210830743983264,30.042394631629666,0.08411466745862066,24.85565520043059,0.10012649474671212,1.2e-4,-4,30.5
40,3.8557098456023413e-4,1.8174236006554068e-5,9.647828190864429,0.39854562470888666,27.54584906974803,0.03360346377789322,23.253985750705215,0.06495942903422311,1.1e-4,-5,30.5
40,3.8042703929140544e-4,1.8104506186647073e-5,9.820206208442857,0.3616754860709398,27.770777501654035,0.09325525208272731,23.458600206452708,0.07935548186407569,1.2e-4,-5,30.5
40,2.3245648642551757e-4,1.4869003389070652e-5,6.7334053871141775,0.6662460301655075,30.02741705798543,0.06524477738114277,24.801036158480958,0.09795643914646392,1.1e-4,-5,30.5
40,2.499993358061082e-4,1.5190237633680181e-5,7.655969347556024,0.5504297475193473,30.06935176274064,0.1186265236047296,24.959764877943485,0.11062563718439496,1.1e-4,-5,30.5
40,2.3876926165021503e-4,1.5086601100132342e-5,7.143145283947453,0.6173638210333883,30.017704060615166,0.05969771885485972,24.84838419337301,0.09253356083678964,1.1e-4,-5,30.5
40,2.557211843723909e-4,1.5931077506725593e-5,7.818534955060919,0.5519135368227529,30.148746214627316,0.1656610225936932,25.045459037465662,0.13569467829078863,1.3000000000000002e-4,-3,30.5
40,2.488935539107305e-4,1.669887709897286e-5,7.769247446428901,0.6484801744687699,30.033708366413112,0.07185604852581436,24.947181739542636,0.10144675899439379,1.1e-4,-5,30.5
40,2.663553074056182e-4,1.5984466704187793e-5,7.996486079398549,0.5494121350197241,30.043166799139787,0.08166488714662512,24.98651424505958,0.09437894459726714,1.2e-4,-5,30.5
40,2.5261766129887196e-4,1.5114278326643438e-5,7.737487654456972,0.5351456122068647,30.09765027596684,0.13595694752536297,24.993571244938416,0.11827541456824525,1.2e-4,-4,30.5
40,2.4867815148036136e-4,1.5484200368289095e-5,7.351013488485917,0.6094370923016642,30.032390120869394,0.07162757514753307,24.888382782943985,0.09550381863159874,1.2e-4,-4,30.5
40,2.1906194879287673e-4,1.47553191422253e-5,6.113023582976621,0.7177572442784084,30.02626742908614,0.07665746006667343,24.7185709301934,0.10542670103154862,1.1e-4,-5,30.5
40,4.146630854151093e-4,1.945305614255852e-5,10.393239864333504,0.3740130406609736,27.7809107720738,0.07461538310341809,23.55819789781298,0.07215015157329172,1.2e-4,-5,30.5
40,2.5935492164494233e-4,1.5068069807349443e-5,7.702699254755236,0.5312136982310275,30.041970889909273,0.0870486046042901,24.944488521258403,0.0941934843456526,1.2e-4,-5,30.5
40,2.4083905723018838e-4,1.5416067725114744e-5,7.286183229414251,0.5913618790364582,30.15898818399449,0.17772716198017843,24.980212873397242,0.14378517114365827,1.2e-4,-4,30.5
40,3.8143496066134224e-4,1.8558085310808494e-5,9.81220800197722,0.3892698867120319,27.66962133748207,0.06990095103436536,23.377534998031994,0.0727565265701428,1.1e-4,-5,30.5
40,2.3530503811593532e-4,1.4563463530637823e-5,6.813499401775985,0.6271956371158609,30.037954119995586,0.08009973287172127,24.820112311420583,0.09862587325792306,1.2e-4,-4,30.5
40,2.735817382131377e-4,1.6523369338741134e-5,8.279965165677522,0.508277283298101,30.15697037972056,0.16793770432586114,25.116984691094434,0.13554742858924126,1.4000000000000001e-4,-2,30.5
40,3.310267745480535e-4,1.8621736311398226e-5,8.416600696791077,0.5311505017745857,27.76504698711173,0.08626386395171753,23.23980789554845,0.08766050124293263,1.2e-4,-4,30.5
40,2.515820734982694e-4,1.418555783181884e-5,7.687565149531984,0.516869028188041,30.00688184284543,0.03606669471866404,24.91450082029275,0.07580577840450511,1.1e-4,-5,30.5
40,3.7973680295581825e-4,1.8786730802056527e-5,9.812694969361665,0.42338534493595864,27.64185370737558,0.055523347699663245,23.35570727016147,0.07209772430707254,1.1e-4,-5,30.5
