id,temp,r,nrep
1,10,0.009731386250984221,0
1,10,0.017466464662560577,0
1,10,0.060864223139534254,0
1,10,0.023633205761004274,0
1,10,0.02758903986716512,0
1,10,0.042657316298924136,0
1,10,0.04784366913799638,0
1,10,0.045215548799474876,0
1,10,0.04106986436685988,0
1,10,0.016514586100679626,0
1,10,0.023361370625841923,0
1,10,0.00810656144367191,0
1,10,0.005092000472071732,0
1,10,0.008478010448477617,0
1,10,0.007412302622506962,0
1,10,0.02432748154508367,0
1,10,0.025889699233414113,0
1,10,0.025463130910427546,0
1,10,0.039410284922606585,0
1,10,0.009678990579794187,0
1,10,0.019616432200787536,0
1,10,0.0281328042427371,0
1,10,0.0362980725567659,0
1,10,0.04067154274269533,0
1,10,0.016479373776696574,0
1,10,0.008150572537465123,0
1,10,0.012514185710182897,0
1,10,0.04175451628663513,0
1,10,0.011160029569281362,0
1,10,0.04701584238232774,0
1,10,0.015058496226859454,0
1,10,0.011694554295184394,0
1,10,0.011188568270615616,0
1,10,0.03488675841586328,0
1,10,0.03549470799020037,0
1,10,0.023197558758519983,0
1,10,0.010942737545826873,0
1,10,0.03143682132751079,0
1,10,0.026496228956932422,0
1,10,0.01777293980911631,0
1,15,0.05503107608201672,0
1,15,0.010161098070928173,0
1,15,0.031662323556500706,0
1,15,0.02143634585921534,0
1,15,0.08006247266027831,0
1,15,0.0690338073021946,0
1,15,0.06698946849116452,0
1,15,0.06108698009156773,0
1,15,0.08761915872809356,0
1,15,0.050795605223267974,0
1,15,0.0702101422028611,0
1,15,0.051078352773619634,0
1,15,0.06992963039062669,0
1,15,0.022209698613604622,0
1,15,0.05361698334249823,0
1,15,0.05436477171699123,0
1,15,0.004263504670969372,0
1,15,0.05947813610433909,0
1,15,0.06983559177152283,0
1,15,0.054919984852784376,0
1,15,0.05389006626310196,0
1,15,0.037707421036705886,0
1,15,0.05257089086468817,0
1,15,0.07042052287574763,0
1,15,0.09715950547426172,0
1,15,0.08685254905500576,0
1,15,0.004930712047569445,0
1,15,0.047744651081042346,0
1,15,0.036082064249901305,0
1,15,0.07581966657637101,0
1,15,0.07283298952806498,0
1,15,0.015248504874294522,0
1,15,0.041284333027971694,0
1,15,-0.03141178428550356,0
1,15,0.002168813893025409,0
1,15,0.05393139077522952,0
1,15,0.0636378659546998,0
1,15,0.01665879914888021,0
1,15,0.06464214500057991,0
1,15,0.05550854485419596,0
1,20,0.09588158706960147,0
1,20,0.07752976355122275,0
1,20,0.10613162786964092,0
1,20,0.07251172228366709,0
1,20,0.11888014708312085,0
1,20,0.08781972768881184,0
1,20,0.052657974140756444,0
1,20,0.0999311718774683,0
1,20,0.09081839447856015,0
1,20,0.06504723075228001,0
1,20,0.06800812878854075,0
1,20,0.014063762868010143,0
1,20,0.008653847296066705,0
1,20,0.07445846330512224,0
1,20,0.10957945521606208,0
1,20,0.09506235465124041,0
1,20,0.05120417080726977,0
1,20,0.11531841948245315,0
1,20,0.03917729457711635,0
1,20,0.09487844845089796,0
1,20,0.07261793973874689,0
1,20,0.050230680438579825,0
1,20,0.089317264591607,0
1,20,0.09044626772577571,0
1,20,0.042120720522957615,0
1,20,0.0664778784645561,0
1,20,0.05842963543097786,0
1,20,0.12637713283179963,0
1,20,0.06208036588779253,0
1,20,0.056480619094168266,0
1,20,0.1396960060059265,0
1,20,0.07425340128556104,0
1,20,0.14208827325171663,0
1,20,0.09800345819242429,0
1,20,0.026675717464901896,0
1,20,0.06802267341193807,0
1,20,0.060518453055922954,0
1,20,0.10790071219112071,0
1,20,0.10686787525153899,0
1,20,0.11109687090675738,0
1,25,0.22028614186725334,0
1,25,0.03414261832014426,0
1,25,0.2140988919407798,0
1,25,0.25355508681580274,0
1,25,0.23062615132740982,0
1,25,0.06447872678453384,0
1,25,0.04014171373857493,0
1,25,0.14565187964114876,0
1,25,0.21989623392434732,0
1,25,0.23256246614555884,0
1,25,0.28830459605864484,0
1,25,0.09374003754813316,0
1,25,0.25357903545001037,0
1,25,0.15443659622003458,0
1,25,0.10285829294750234,0
1,25,0.14359077717089483,0
1,25,0.1976211750902108,0
1,25,0.18657732470687116,0
1,25,0.04775399596772335,0
1,25,0.10748399183902585,0
1,25,0.19062513422363564,0
1,25,0.06660452394301271,0
1,25,0.14971404558951992,0
1,25,0.0982408431868873,0
1,25,0.13465250614095925,0
1,25,0.22603522272558316,0
1,25,0.045115080308684385,0
1,25,0.16683032061587844,0
1,25,0.25196163976440633,0
1,25,0.08935421233114249,0
1,25,0.089336163777266,0
1,25,0.006760985799268121,0
1,25,0.16591409359906661,0
1,25,0.008616348998642609,0
1,25,0.179464485303709,0
1,25,0.11313833762505596,0
1,25,0.11144984341192947,0
1,25,0.10669364915452959,0
1,25,0.1215652803210982,0
1,25,0.11008566681779378,0
1,30,0.09376983468925701,0
1,30,0.013696408221905945,0
1,30,0.08456801820328833,0
1,30,0.21631024754250672,0
1,30,0.03956478417225734,0
1,30,0.1843489887270918,0
1,30,0.12711102598195506,0
1,30,-0.017949441591047915,0
1,30,0.09603482587304066,0
1,30,0.02882276937923961,0
1,30,0.010386341746667194,0
1,30,-0.05389397216871601,0
1,30,0.047171890793029046,0
1,30,-0.005092525752891153,0
1,30,0.23209536600910258,0
1,30,0.08033524816120285,0
1,30,0.041083206429741156,0
1,30,0.12718086335506815,0
1,30,-0.12392721456727472,0
1,30,0.12254101209779787,0
1,30,-0.021643699290009186,0
1,30,0.06760614100100744,0
1,30,0.1439796879086153,0
1,30,0.06377664817568403,0
1,30,0.12906911450405684,0
1,30,0.09171116605998497,0
1,30,0.027862602008922696,0
1,30,-0.04774818266559254,0
1,30,0.04867044366292333,0
1,30,0.12804721677037845,0
1,30,0.04235665012309068,0
1,30,0.12594974971364775,0
1,30,0.018031877280609523,0
1,30,0.19770149251178165,0
1,30,0.13432625355876063,0
1,30,0.09384418077678623,0
1,30,0.1141774338496259,0
1,30,0.07374042477765187,0
1,30,0.17117913010418748,0
1,30,0.06533403093449139,0
1,33,0.05314848773616992,0
1,33,-4.2899993824710436e-4,0
1,33,-0.030309764887154457,0
1,33,0.026288037174056287,0
1,33,-0.14652988571336986,0
1,33,0.25161558044176996,0
1,33,-0.276168675722721,0
1,33,-0.35466912678600265,0
1,33,0.1082059218022499,0
1,33,0.32094846620904866,0
1,33,0.25826138592849573,0
1,33,0.09094587217979343,0
1,33,-0.20807964223235545,0
1,33,0.019687698575464062,0
1,33,0.05957078503943326,0
1,33,0.14213542797455667,0
1,33,0.10951209443115587,0
1,33,-0.018626585632872332,0
1,33,-0.07242510513644973,0
1,33,-0.05301026661735422,0
1,33,-0.09783388241303495,0
1,33,0.2359163660496327,0
1,33,0.014196048280792628,0
1,33,0.09708489526918895,0
1,33,-0.09206747301721566,0
1,33,0.31499105732095667,0
1,33,-0.06896932239665968,0
1,33,0.00852306242720164,0
1,33,0.04164088450739008,0
1,33,0.06682625869332982,0
1,33,-0.05888473897912564,0
1,33,0.14349043639251777,0
1,33,0.09995153895969912,0
1,33,0.19180145034145873,0
1,33,0.042539004178714396,0
1,33,0.07649009188684348,0
1,33,0.16352508500254792,0
1,33,-0.12141226390452006,0
1,33,0.10559458150671577,0
1,33,0.17949656926814958,0
2,16,0.010679099599915308,0
2,16,0.012444089847844206,0
2,16,0.022346590691170808,0
2,16,0.013851216876313119,0
2,16,0.014753859131283555,0
2,16,0.018192138556524906,0
2,16,0.019375560584875794,0
2,16,0.018775876067013392,0
2,16,0.017829913763178783,0
2,16,0.012226890190705879,0
2,16,0.013789189533204621,0
2,16,0.010308347063624632,0
2,16,0.009620484519309833,0
2,16,0.010393104300229213,0
2,16,0.010149931080787166,0
2,16,0.014009636729748528,0
2,16,0.01436610357317686,0
2,16,0.014268769210150896,0
2,16,0.01745123091357941,0
2,16,0.010667143955284002,0
2,16,0.012934669456275217,0
2,16,0.014877935290436557,0
2,16,0.01674108627342015,0
2,16,0.017739024732094433,0
2,16,0.01221885544236461,0
2,16,0.010318389515324856,0
2,16,0.011314078800653174,0
2,16,0.017986137643187627,0
2,20,0.019318560446557796,0
2,20,0.03168794617519878,0
2,20,0.02066343688512185,0
2,20,0.019502958511961155,0
2,20,0.019328405606304656,0
2,20,0.027503706400785283,0
2,20,0.02771343425796002,0
2,20,0.023471216043512787,0
2,20,0.019243599968939297,0
2,20,0.026313561784405276,0
2,20,0.02460917725188037,0
2,20,0.021599854081480935,0
2,20,0.024780656478047995,0
2,20,0.012321905632287942,0
2,20,0.01829200909739449,0
2,20,0.015452629317594,0
2,20,0.0317309592665384,0
2,20,0.028668702498245047,0
2,20,0.02810106442441655,0
2,20,0.02646215940149917,0
2,20,0.03382917444541079,0
2,20,0.023604621220562744,0
2,20,0.02899532765136979,0
2,20,0.023683129867952984,0
2,20,0.02891743978663632,0
2,20,0.015667361076108284,0
2,20,0.024388014673986817,0
2,20,0.02459564813975009,0
2,20,0.01068435977163413,0
2,20,0.026015442303005665,0
2,20,0.028891328703519573,0
2,20,0.02474981050915064,0
2,20,0.024463839807379872,0
2,20,0.019970511443118753,0
2,20,0.024097553075377642,0
2,20,0.02905374266520396,0
2,24,0.06132851021372356,0
2,24,0.056974321874809046,0
2,24,0.02236632579035636,0
2,24,0.04045313498014451,0
2,24,0.03552625865350549,0
2,24,0.052313465043850066,0
2,24,0.05105173909422424,0
2,24,0.026725091984955762,0
2,24,0.03772396446771212,0
2,24,0.007013386736022691,0
2,24,0.021199558002795146,0
2,24,0.04306673192734825,0
2,24,0.0471672461159455,0
2,24,0.02732087279890842,0
2,24,0.04759150522141896,0
2,24,0.04373300290201517,0
2,24,0.04820096821337739,0
2,24,0.04126073005936661,0
2,24,0.05207729822327308,0
2,24,0.03936302210524352,0
2,24,0.05689849538463013,0
2,24,0.04515215815857315,0
2,24,0.031854790554108704,0
2,24,0.049732428177740796,0
2,24,0.04628618506573768,0
2,24,0.03654012285087015,0
2,24,0.037659866482930085,0
2,24,0.017259346274099075,0
2,24,0.015213440458539229,0
2,24,0.0400992348472389,0
2,28,0.05969530459565761,0
2,28,0.05341967300021069,0
2,28,0.03446011540665739,0
2,28,0.06217621497541891,0
2,28,0.029260988754095857,0
2,28,0.053340171755708446,0
2,28,0.043717124014121575,0
2,28,0.03403928296230427,0
2,28,0.05093611448686052,0
2,28,0.05142417391088332,0
2,28,0.030533409288905772,0
2,28,0.04106282246415052,0
2,28,0.03758362852705323,0
2,28,0.06695681221591215,0
2,28,0.039161811394833615,0
2,28,0.036741083664275066,0
2,28,0.072714459270438,0
2,28,0.04442412153821371,0
2,28,0.07374861811265292,0
2,28,0.05469108957724128,0
2,32,0.017022117532334784,0
2,32,0.04079392218826077,0
2,32,0.03647948461208893,0
2,32,0.06372119521736809,0
2,32,0.0631273812978957,0
2,32,0.06555877815176296,0
2,32,0.0659490036197144,0
2,32,0.024055550586789192,0
2,32,0.06455650142969278,0
2,32,0.0734365108727094,0
2,32,0.06827612568350963,0
2,32,0.030882993792638872,0
2,32,0.025405706731697758,0
2,32,0.04915181992170066,0
2,32,0.06586125095563009,0
3,13,-0.0012697396921100296,0
3,13,0.0017864143554766178,0
3,13,0.018933006564173002,0
3,13,0.004222913349490931,0
3,13,0.005785875968852533,0
3,13,0.01173939984498476,0
3,13,0.013788544323936839,0
3,13,0.012750165631085244,0
3,13,0.01111219254476313,0
3,13,0.00141032411244176,0
3,13,0.004115510424220083,0
3,13,-0.0019117131340411408,0
3,13,-0.0031027757483857417,0
3,13,-0.001764952452493293,0
