a_est,a_se,tmin,tmin_se,tmax,tmax_se,topt,topt_se,start_a,start_tmin,start_tmax,id,authors,Year,title,DOI,vi,order,family,genus,species,feeding_guild,lat,sd_median,thermal_breadth...25,t50_left...26,t50_right...27,tsm,therm_range,thermal_breadth...30,t50_left...31,t50_right...32,therm_window,thermal_breadth...34,t50_left...35,t50_right...36,thermal_breadth
-0.40670686068997547,8.708755614499217e-6,0.8103858521233958,0.36663030865696017,0.09352632516298727,0.5247493331984058,0.20742288490534203,0.3726490681048252,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.2677,21.5661,34.833800000000004,-0.5578574227478013,-0.6491179569874312,13.2677,21.5661,34.833800000000004,-0.6725814721394973,13.267700000000001,21.566100000000002,34.833800000000004,-0.5858003198996304
-0.36086029889743637,9.145793746542407e-6,0.833413345829788,0.3886234614868958,0.056307194712026644,0.4887146132982508,0.16039133422708646,0.34425556371266697,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.108100000000004,21.5506,34.6587,-0.5988516070153702,-0.7010810636922057,13.108100000000004,21.5506,34.6587,-0.7333425741354307,13.108100000000004,21.5506,34.6587,-0.6386383109421403
-0.48261527384983566,9.285329223188355e-6,0.694097032877762,0.4929574061489754,0.10025027785785556,0.5756873796227298,0.1727294707276356,0.4002506170191967,8e-5,14,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.621599999999995,21.238200000000003,34.8598,-0.4527508551605388,-0.5080649895189496,13.621599999999995,21.238200000000003,34.8598,-0.5303435077032603,13.621599999999997,21.238200000000003,34.8598,-0.46898876046643123
-0.40142561156985535,9.262541163995726e-6,0.8710298330148147,0.3789236121956632,0.12596796653010536,0.5736186205268662,0.24738323124643433,0.41035249445623456,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.176499999999995,21.786,34.9625,-0.5785926316989983,-0.6825315299846457,13.176499999999995,21.786,34.9625,-0.7175119713101143,13.176499999999997,21.786,34.9625,-0.6112721616302186
-0.44132105901175184,8.293190066230683e-6,0.7277811376673798,0.40014174708271016,0.045341697929495425,0.46942361139756983,0.11371210114989859,0.326691869654603,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.378799999999998,21.2267,34.6055,-0.527544483545573,-0.5923133518116924,13.378799999999998,21.2267,34.6055,-0.6156783998039559,13.378799999999998,21.2267,34.6055,-0.545813453074026
-0.3706176553348483,8.745314658164753e-6,0.8086972325988435,0.3794901295712174,0.025251487515708514,0.45693164368044425,0.12290229782900527,0.3202957982730844,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.093699999999998,21.4405,34.5342,-0.6068777594509072,-0.7049758862436771,13.093699999999998,21.4405,34.5342,-0.7349357234274252,13.093699999999998,21.4405,34.5342,-0.6438692949651965
-0.19562599461500377,7.937092942316287e-6,0.868365683631359,0.32827465294859454,-0.25177679797981545,0.2711463614808245,-0.08863884963890559,0.18670082946195404,8e-5,14,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,12.3735,21.304,33.6775,-0.8002884570317023,-0.8853444671596088,12.3735,21.304,33.6775,-0.8980202433129142,12.3735,21.304000000000002,33.6775,-0.8299741518737062
-0.41332443176706346,8.546490710942931e-6,0.753393325826918,0.3795385588924126,0.047168866561140686,0.4853359576040363,0.12842135279308703,0.34060438052778624,9e-5,15,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.289,21.3183,34.6073,-0.55359745387017,-0.6311956263279065,13.289,21.3183,34.6073,-0.6536310814982141,13.289000000000001,21.3183,34.6073,-0.5757179726315113
-0.2348561455727152,8.417969797097795e-6,0.8577701102289175,0.32673852561413075,-0.03620800281160809,0.37831776786926335,0.06240197971913662,0.26529878281563257,9e-5,14,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,12.7857,21.4833,34.269,-0.6964212666338679,-0.8061686176152902,12.7857,21.4833,34.269,-0.8308330288718531,12.785699999999999,21.4833,34.269,-0.7301618446298473
-0.32857661217524864,8.710957796702569e-6,0.7729311865100852,0.3830211276072894,-0.017340409224080956,0.40504194219326994,0.05935431161503654,0.280390136264336,9e-5,14,35.5,28,Khadioli,2014,"Effect of temperature on the phenology of Chilo partellus (Swinhoe) (Lepidoptera, Crambidae); simulation and visualization of the potential future distribution of C. partellus in Africa under warmer temperatures through the development of life-table parameters",10.1017/S0007485314000601,0.003,Lepidoptera,Crambidae,Chilo,partellus,borer,-2.40199,0.0229895005926642,13.089100000000002,21.268700000000003,34.357800000000005,-0.6134737918965214,-0.6979728477256261,13.089100000000002,21.268700000000003,34.357800000000005,-0.7285742477557785,13.089100000000002,21.268700000000003,34.357800000000005,-0.6453670972861766
