a_est,a_se,tmin,tmin_se,tmax,tmax_se,topt,topt_se,start_a,start_tmin,start_tmax,id,authors,Year,title,DOI,vi,order,family,genus,species,feeding_guild,lat,sd_median,thermal_breadth...25,t50_left...26,t50_right...27,tsm,therm_range,thermal_breadth...30,t50_left...31,t50_right...32,therm_window,thermal_breadth...34,t50_left...35,t50_right...36
1.6500185021312488e-4,3.2021716305832315e-6,8.724522436668279,0.09946401422578556,33.66924258754878,0.21743754925181377,27.969065281643644,0.16758263598579534,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.8806,17.788600000000002,33.669200000000004,5.700177305905136,24.9447201508805,15.8806,17.788600000000002,33.669200000000004,19.244542844975363,15.880600000000001,17.788600000000002,33.669200000000004
1.6691154515876034e-4,3.540101633873046e-6,8.794777376940983,0.12134676629455488,33.678744923737035,0.21290074264126507,27.98642296810666,0.16258997336395428,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.8558,17.8229,33.6787,5.692321955630376,24.88396754679605,15.8558,17.8229,33.6787,19.191645591165674,15.855799999999999,17.8229,33.6787
1.7224499188770817e-4,3.5669963529235207e-6,8.940231212150806,0.11792588688817322,33.49070304652993,0.20143669930476263,27.85746370543361,0.15384962331159976,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.682600000000004,17.8081,33.490700000000004,5.633239341096321,24.550471834379124,15.682600000000004,17.8081,33.490700000000004,18.917232493282803,15.682600000000004,17.8081,33.490700000000004
1.6547883101518596e-4,3.540871730460857e-6,8.7418558918886,0.11185676379558286,33.85580051732471,0.24032338217402935,28.11971850041449,0.1849636528648351,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.982100000000004,17.8737,33.8558,5.7360820169102205,25.113944625436112,15.982100000000004,17.8737,33.8558,19.377862608525888,15.982100000000003,17.8737,33.8558
1.667957190946282e-4,3.303245259899853e-6,8.748651324899555,0.10941458364140924,33.739760586668126,0.2080155173405442,28.028461167445908,0.15938457166751402,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.911399999999997,17.828300000000002,33.7397,5.711299419222218,24.99110926176857,15.911399999999997,17.828300000000002,33.7397,19.279809842546353,15.911399999999997,17.828300000000002,33.7397
1.6834796663932336e-4,3.375215784184449e-6,8.717958625480298,0.10341170024008822,33.7030881157468,0.22431364177891344,27.995043551021617,0.17280764561886278,1.8e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.903200000000002,17.7998,33.703,5.708044564725185,24.9851294902665,15.903200000000002,17.7998,33.703,19.277084925541317,15.903200000000002,17.7998,33.703
1.7136523158098376e-4,3.732375985808479e-6,8.918571297604666,0.11469929142849626,33.52096130478084,0.2300292198473418,27.878446337187135,0.1768826095092829,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.709700000000003,17.8112,33.520900000000005,5.642514967593705,24.602390007176176,15.709700000000003,17.8112,33.520900000000005,18.95987503958247,15.709700000000005,17.8112,33.520900000000005
1.665409762408171e-4,3.457028381917754e-6,8.77215222931,0.11591838334217797,33.692960219570146,0.21412741727652856,27.994555888706465,0.16390316538813104,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.8739,17.819000000000003,33.6929,5.698404330863681,24.920807990260144,15.8739,17.819000000000003,33.6929,19.222403659396463,15.873899999999999,17.819000000000003,33.6929
1.7017582960580043e-4,3.345302744708273e-6,9.039420179481583,0.10029385105087144,33.66210096164984,0.21574820439490844,28.007566115876433,0.1662635716198118,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.739500000000003,17.9226,33.6621,5.654534845773409,24.62268078216826,15.739500000000003,17.9226,33.6621,18.968145936394848,15.739500000000003,17.9226,33.6621
1.6784908658327543e-4,3.3009988681074215e-6,8.85359508200335,0.10025589162161738,33.85822823359798,0.224240400318086,28.137240872457717,0.17286726053809182,1.8e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.935100000000002,17.9231,33.858200000000004,5.72098736114026,25.004633151594625,15.935100000000002,17.9231,33.858200000000004,19.283645790454365,15.935100000000002,17.9231,33.858200000000004
1.6980017000603684e-4,3.29740428945917e-6,8.954928837136269,0.10765334777190064,33.50702850458334,0.1942046929484037,27.872499806167905,0.1486914880674798,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.685700000000004,17.8213,33.507000000000005,5.6345286984154335,24.55209966744707,15.685700000000004,17.8213,33.507000000000005,18.917570969031637,15.685700000000004,17.8213,33.507000000000005
1.698085915582124e-4,3.571064629174685e-6,8.724058145186909,0.12489199936268168,33.417768923713,0.19731989167572847,27.769197623866557,0.1501487686402058,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.734000000000002,17.6837,33.4177,5.6485712998464415,24.69371077852609,15.734000000000002,17.6837,33.4177,19.045139478679648,15.734000000000002,17.6837,33.4177
1.68705867532477e-4,3.7092390848952e-6,8.978258981416301,0.1209185277297387,33.6776798520975,0.2262078190506575,28.011316800561225,0.1733094282559932,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.775299999999998,17.9023,33.6776,5.666363051536273,24.699420870681195,15.775299999999998,17.9023,33.6776,19.033057819144922,15.775299999999998,17.9023,33.6776
1.6201012324894285e-4,3.745887743916925e-6,8.613331330417383,0.1354678405201402,33.840449219616744,0.23468059461186871,28.089664171826534,0.17890190120630223,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,16.0284,17.812,33.8404,5.75078504779021,25.227117889199363,16.0284,17.812,33.8404,19.476332841409153,16.0284,17.812,33.8404
1.7048984441100855e-4,3.4866495243514995e-6,8.889001672439646,0.10535194263989912,33.47254694724977,0.21975492665215465,27.83583436073542,0.16926652732406314,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.694300000000002,17.778200000000002,33.472500000000004,5.636712586514349,24.58354527481012,15.694300000000002,17.778200000000002,33.472500000000004,18.94683268829577,15.694300000000002,17.778200000000002,33.472500000000004
1.701031029009119e-4,3.1760769448711575e-6,8.804523921327961,0.107729606763139,33.35811294508588,0.17784115645190088,27.733074215538306,0.1357000168995192,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.6643,17.6938,33.3581,5.625038729547573,24.553589023757915,15.6643,17.6938,33.3581,18.928550294210346,15.6643,17.6938,33.3581
1.6846974325963784e-4,3.783471502389736e-6,8.731199486920612,0.12445842938655674,33.381668190750645,0.22483005415105783,27.741515162477175,0.1722221523152416,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.709799999999998,17.6718,33.3816,5.64015302827347,24.650468703830033,15.709799999999998,17.6718,33.3816,19.010315675556562,15.709799999999998,17.6718,33.3816
1.6450113717116207e-4,3.882499030724315e-6,8.67508459807189,0.128772703815393,34.06139247595351,0.2623029976722095,28.273825404065803,0.2012535311786574,1.8e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,16.1306,17.9307,34.0613,5.7875670718877075,25.38630787788162,16.1306,17.9307,34.0613,19.598740805993913,16.1306,17.9307,34.0613
1.643255283758791e-4,3.7126126374181702e-6,8.739762623225916,0.120740987964741,33.857763797002825,0.24867350148178155,28.120987077968316,0.1910702552953647,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.984100000000002,17.8736,33.8577,5.736776719034509,25.11800117377691,15.984100000000002,17.8736,33.8577,19.3812244547424,15.984100000000002,17.8736,33.8577
1.672754539527925e-4,3.5427800206586813e-6,8.820463688421075,0.10303971888471336,33.72901799339586,0.2488769642805124,28.029954861835687,0.192446621268046,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.874,17.855,33.729,5.69906313156017,24.908554304974782,15.874,17.855,33.729,19.209491173414612,15.873999999999999,17.855,33.729
1.618269064588323e-4,3.420877868735377e-6,8.537139177209013,0.11889909084573164,33.858304723051305,0.2250342327204338,28.093313683935428,0.17224447852546476,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,16.0715,17.7868,33.8583,5.764991039115877,25.32116554584229,16.0715,17.7868,33.8583,19.556174506726414,16.0715,17.7868,33.8583
1.644466223976749e-4,3.3403689885792015e-6,8.639806651398919,0.10992720291267127,33.86871708397638,0.22290058613366293,28.11580123771945,0.17112996415191437,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,16.033500000000004,17.8352,33.868700000000004,5.752915846256929,25.228910432577457,16.033500000000004,17.8352,33.868700000000004,19.47599458632053,16.033500000000004,17.8352,33.868700000000004
1.6512408573208351e-4,3.448809483593001e-6,8.735086358781984,0.11485057238778126,33.99530173036326,0.22763431602446985,28.229630696244374,0.17451122659502552,1.8e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,16.066399999999998,17.928900000000002,33.9953,5.765671034118885,25.260215371581275,16.066399999999998,17.928900000000002,33.9953,19.49454433746239,16.066399999999998,17.928900000000002,33.9953
1.640510205931119e-4,3.4106630244137645e-6,8.617821375330728,0.10767791343729084,33.684955638633845,0.2330128388455482,27.96670726187712,0.17948325527838285,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.935799999999997,17.749100000000002,33.6849,5.718248376756726,25.067134263303117,15.935799999999997,17.749100000000002,33.6849,19.34888588654639,15.935799999999997,17.749100000000002,33.6849
1.6417423517054453e-4,3.3753986328598075e-6,8.738043583142218,0.11399980372992918,33.71102915853185,0.21459652778816635,28.00415292742,0.16437798082092248,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.899199999999995,17.8118,33.711,5.706876231111849,24.972985575389632,15.899199999999995,17.8118,33.711,19.266109344277783,15.899199999999997,17.8118,33.711
1.6589283488025562e-4,3.9740116294012574e-6,8.764512922205611,0.13073547462728904,33.77876232984781,0.2555321891251302,28.06166261978573,0.19599253836383923,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.9273,17.8514,33.7787,5.7170997100620795,25.014249407642197,15.9273,17.8514,33.7787,19.297149697580117,15.927299999999999,17.8514,33.7787
1.6655669642179992e-4,3.4183738146076964e-6,8.793847032535183,0.09942019397420077,33.64277740459385,0.2402298787764214,27.95771770276817,0.1858110308875799,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.835200000000004,17.8075,33.642700000000005,5.685059701825679,24.848930372058668,15.835200000000004,17.8075,33.642700000000005,19.16387067023299,15.835200000000004,17.8075,33.642700000000005
1.6419874107076292e-4,3.2642903458612075e-6,8.578405554301222,0.10856959442689552,33.81872746217707,0.21597429427780832,28.067562053243535,0.16570679007313385,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,16.0307,17.788,33.8187,5.751165408933538,25.240321907875853,16.0307,17.788,33.8187,19.489156498942314,16.0307,17.788,33.8187
1.735302414166265e-4,3.4133982210073662e-6,9.039480071959758,0.10699724740249682,33.362367818547696,0.19529439452549188,27.769568718105138,0.1497546647948667,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.563900000000004,17.7984,33.362300000000005,5.592799100442559,24.322887746587938,15.563900000000004,17.7984,33.362300000000005,18.73008864614538,15.563900000000004,17.7984,33.362300000000005
1.6787636681424802e-4,3.743555928833208e-6,8.664835354216004,0.12833135403222304,33.561677635181745,0.2213220040380347,27.87527817003089,0.16897617040795598,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.8436,17.718,33.5616,5.686399465150856,24.896842280965743,15.8436,17.718,33.5616,19.210442815814886,15.843599999999999,17.718,33.5616
1.6910715645090086e-4,3.5499692188521e-6,8.866020075531328,0.1229942342604753,33.730646472068,0.20615195310246884,28.037625418652404,0.1570362188584972,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.8552,17.875400000000003,33.7306,5.693021053415599,24.864626396536675,15.8552,17.875400000000003,33.7306,19.171605343121076,15.8552,17.875400000000003,33.7306
1.659018673983263e-4,3.411571858102356e-6,8.70749707330766,0.10883469041209703,33.685078944701374,0.22423881941556176,27.97927595863974,0.17242531839657457,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.897200000000002,17.7878,33.685,5.705802986061634,24.977581871393713,15.897200000000002,17.7878,33.685,19.27177888533208,15.897200000000002,17.7878,33.685
1.6896153452309156e-4,3.475013459717165e-6,8.809704711787273,0.1073554848850319,33.652822892571535,0.2245670763854935,27.967916401748504,0.1728278165704994,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.8342,17.8186,33.6528,5.684906490823032,24.843118180784263,15.8342,17.8186,33.6528,19.15821168996123,15.8342,17.8186,33.6528
1.6948074231091183e-4,3.532003165968673e-6,8.768652069023386,0.111320393029382,33.32161385643578,0.2140678432920154,27.69905049706523,0.16446864428603308,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.658500000000004,17.6631,33.321600000000004,5.622563359370552,24.552961787412396,15.658500000000004,17.6631,33.321600000000004,18.930398428041844,15.658500000000004,17.6631,33.321600000000004
1.6647762805029712e-4,3.521631595225526e-6,8.90169367279538,0.1164121122907378,33.77269193423041,0.22141981833034263,28.076025666911267,0.16966109566846585,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.864200000000004,17.9084,33.772600000000004,5.6966662673191415,24.870998261435027,15.864200000000004,17.9084,33.772600000000004,19.17433199411589,15.864200000000004,17.9084,33.772600000000004
1.6497137164973158e-4,3.3371919260268723e-6,8.684120899860691,0.1075381378381529,33.74504569740551,0.22166611700063876,28.023673351306865,0.1703988663986193,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.942300000000005,17.8027,33.745000000000005,5.721372346098644,25.060924797544818,15.942300000000005,17.8027,33.745000000000005,19.339552451446174,15.942300000000003,17.8027,33.745000000000005
1.6268166742635553e-4,3.637981051576774e-6,8.694148924963645,0.1227682158829124,34.03825247718452,0.2460886208357864,28.25807846280884,0.18870597052721916,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,16.109,17.9292,34.0382,5.780174014375682,25.344103552220876,16.109,17.9292,34.0382,19.563929537845194,16.109,17.9292,34.0382
1.6655265886947546e-4,3.819633973963342e-6,8.871225229257432,0.12222278633173445,33.969875860599075,0.25403129934221513,28.228406556589658,0.19519190609127285,1.8e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.9926,17.9772,33.9698,5.741469304009417,25.09865063134164,15.9926,17.9772,33.9698,19.357181327332228,15.9926,17.9772,33.9698
1.6593129971286406e-4,3.1776480580780934e-6,8.714043764989396,0.10201220990469384,33.85393186683041,0.2117310489187439,28.114362702789418,0.1627335653181224,1.7e-4,9,33.5,22,Ngowi,2017,Temperature-dependent phenology of Plutella xylostella (Lepidoptera: Plutellidae): Simulation and visualization of current and future distributions along the Eastern Afromontane,10.1371/journal.pone.0173590,0.001,Lepidoptera,Plutellidae,Plutella,xylostella,chewer,-3.51239,0.00707106781186547,15.992900000000002,17.861,33.8539,5.73956916404099,25.13988810184101,15.992900000000002,17.861,33.8539,19.400318937800023,15.992900000000002,17.861,33.8539
7.412121337888572e-5,5.2844315995538585e-6,9.130818188306678,0.7438182409227037,33.901641875984225,0.24237896313051133,28.2106923004168,0.1734213752963992,9e-5,11,33.5,23,Guo,2017,Impact of Temperature on the Growth and Development of Athetis dissimilis (Lepidoptera: Noctuidae),10.1093/jee/tow229,0.0031,Lepidoptera,Noctuidae,Athetis,dissimilis,chewer,36,0.0186,15.8396,18.062,33.9016,5.690949575567426,24.77082368767755,15.8396,18.062,33.9016,19.07987411211012,15.8396,18.062,33.9016
7.881636773341833e-5,6.216226306679464e-6,9.9386795395417291,0.7773260767601492,33.990579785185076,0.27496396666986056,28.39714400758234,0.1949167505591092,6e-5,7,34.5,23,Guo,2017,Impact of Temperature on the Growth and Development of Athetis dissimilis (Lepidoptera: Noctuidae),10.1093/jee/tow229,0.0031,Lepidoptera,Noctuidae,Athetis,dissimilis,chewer,36,0.0186,15.531400000000003,18.4591,33.990500000000004,5.5934357776027355,24.051900245643345,15.531400000000003,18.4591,33.990500000000004,18.45846446804061,15.531400000000005,18.4591,33.990500000000004
7.74868570667981e-5,5.856056360654341e-6,9.213040183315634,0.77942524601474,33.81353960772192,0.2518974652072173,28.152379938467057,0.18267428706374367,6e-5,6,34.5,23,Guo,2017,Impact of Temperature on the Growth and Development of Athetis dissimilis (Lepidoptera: Noctuidae),10.1093/jee/tow229,0.0031,Lepidoptera,Noctuidae,Athetis,dissimilis,chewer,36,0.0186,15.751800000000005,18.0617,33.813500000000005,5.6611596692548645,24.600499424406287,15.751800000000005,18.0617,33.813500000000005,18.939339755151423,15.751800000000003,18.061700000000002,33.813500000000005
7.576316447102054e-5,5.90963502230285e-6,9.495696888872889,0.845842174785204,33.843629802867866,0.21647540876335397,28.21657652689684,0.16133931106091484,6e-5,7,34.5,23,Guo,2017,Impact of Temperature on the Growth and Development of Athetis dissimilis (Lepidoptera: Noctuidae),10.1093/jee/tow229,0.0031,Lepidoptera,Noctuidae,Athetis,dissimilis,chewer,36,0.0186,15.6442,18.1994,33.8436,5.627053275971026,24.347932913994978,15.6442,18.1994,33.8436,18.720879638023952,15.644200000000001,18.1994,33.8436
6.572486660693217e-5,6.642591206873934e-6,8.214843420206067,1.1588929471540272,34.35165077987387,0.36565759209592585,28.441465954084865,0.24623453245848528,6e-5,7,34.5,23,Guo,2017,Impact of Temperature on the Growth and Development of Athetis dissimilis (Lepidoptera: Noctuidae),10.1093/jee/tow229,0.0031,Lepidoptera,Noctuidae,Athetis,dissimilis,chewer,36,0.0186,16.494800000000005,17.8568,34.351600000000005,5.910184825789006,26.136807359667806,16.494800000000005,17.8568,34.351600000000005,20.226622533878796,16.494800000000005,17.8568,34.351600000000005
7.145736374247417e-5,5.710442331955622e-6,8.411844579076185,0.9099623830228016,34.024495717595464,0.256304047588211,28.208182006013867,0.18098404595293976,6e-5,6,34.5,23,Guo,2017,Impact of Temperature on the Growth and Development of Athetis dissimilis (Lepidoptera: Noctuidae),10.1093/jee/tow229,0.0031,Lepidoptera,Noctuidae,Athetis,dissimilis,chewer,36,0.0186,16.2215,17.8029,34.0244,5.816313711581596,25.61265113851928,16.2215,17.8029,34.0244,19.796337426937683,16.2215,17.8029,34.0244
7.197707529613266e-5,5.558260831545103e-6,8.894760306707342,0.8466306249288897,34.02463656936905,0.2511661675086585,28.275202890432148,0.1773492812068677,6e-5,7,34.5,23,Guo,2017,Impact of Temperature on the Growth and Development of Athetis dissimilis (Lepidoptera: Noctuidae),10.1093/jee/tow229,0.0031,Lepidoptera,Noctuidae,Athetis,dissimilis,chewer,36,0.0186,16.014499999999998,18.0101,34.0246,5.749433678936903,25.12987626266171,16.014499999999998,18.0101,34.0246,19.380442583724808,16.014499999999998,18.0101,34.0246
