a_est,a_se,tmin,tmin_se,tmax,tmax_se,topt,topt_se,start_a,start_tmin,start_tmax,id,authors,Year,title,DOI,vi,order,family,genus,species,feeding_guild,lat,sd_median,thermal_breadth...25,t50_left...26,t50_right...27,tsm,therm_range,thermal_breadth...30,t50_left...31,t50_right...32,therm_window,thermal_breadth...34,t50_left...35,t50_right...36
7.907930538917618e-5,8.404353724375438e-6,4.362927845242409,1.1655968191227897,33.33057534369486,0.33903630180552574,27.13888828350714,0.2729642689723821,8e-5,4,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.3963,15.9342,33.3305,6.191687060187721,28.96764749845245,17.3963,15.9342,33.3305,22.77596043826473,17.3963,15.9342,33.3305
8.762247437553153e-5,1.0325213327911466e-5,4.2622797118879605,1.2686385516909937,31.31776887942924,0.4818569339183033,25.519281193760047,0.3473985654658462,5e-5,-3,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,16.288000000000004,15.0297,31.3177,5.798487685669194,27.055489167541282,16.288000000000004,15.0297,31.3177,21.257001481872088,16.288000000000004,15.0297,31.317700000000002
9.003358965390037e-5,9.79304109639628e-6,3.748951634471718,1.2222685904980704,31.629847310488863,0.47669898908461217,25.70825771220924,0.33667701035565617,5e-5,-5,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,16.645400000000002,14.9844,31.629800000000003,5.921589598279624,27.880895676017143,16.645400000000002,14.9844,31.629800000000003,21.95930607773752,16.645400000000002,14.9844,31.629800000000003
7.306499805230262e-5,8.77286449741554e-6,2.8661177577248895,1.2896662809109574,34.06380242445281,0.7445359104461006,27.553378314379984,0.5525862813163811,9e-5,5,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.3198,15.744000000000002,34.0638,6.510424110072826,31.19768466672792,18.3198,15.744000000000002,34.0638,24.687260556655094,18.3198,15.744000000000002,34.0638
7.988331707836864e-5,8.595275602403129e-6,3.725998410728328,1.2451638350443353,33.17814743749144,0.2595663239394161,26.94279557590848,0.22946965290485224,7.000000000000001e-5,2,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.5312,15.6469,33.1781,6.235351861582959,29.452149026763113,17.5312,15.6469,33.1781,23.216797165180154,17.5312,15.6469,33.1781
7.529552282739942e-5,8.95828267499609e-6,2.6938531225996485,1.4017617885304356,33.928964265558896,0.5893776289702178,27.426469630747683,0.4344519180258566,9e-5,5,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.2995,15.6294,33.9289,6.502494634811214,31.235111142959248,18.2995,15.6294,33.9289,24.732616508148034,18.2995,15.6294,33.9289
6.987663679335995e-5,8.55614683982338e-6,2.0110305548698015,1.509849299462436,33.72946021218834,0.5573838102554567,27.19239311541037,0.41521379118726953,8e-5,4,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.4041,15.3253,33.7294,6.5370670967779745,31.71842965731854,18.4041,15.3253,33.7294,25.181362560540567,18.4041,15.3253,33.7294
5.7907898480627266e-5,1.0606742041534816e-5,1.2700493166229074,2.1042022094926645,35.859950253762555,1.605828925135735,28.81782685377228,1.1684694100343915,5e-5,-1,36.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,19.832400000000003,16.0275,35.8599,7.042123399990274,34.589900937139646,19.832400000000003,16.0275,35.8599,27.547777537149376,19.832400000000003,16.0275,35.8599
6.444674096741319e-5,9.561195440632074e-6,2.603355315675273,1.7053933348316024,34.14116941714647,0.837843650423879,27.586163573286296,0.6143141329431968,8e-5,5,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.4486,15.6925,34.1411,6.555005843860176,31.5378141014712,18.4486,15.6925,34.1411,24.982808257611023,18.4486,15.6925,34.1411
7.350365921254674e-5,9.40913725754425e-6,2.967216149552929,1.409406246289242,34.315261749019996,0.7874781579343537,27.76568078078341,0.5777844202588299,1e-4,6,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.428800000000003,15.8864,34.315200000000004,6.549580968236587,31.348045599467067,18.428800000000003,15.8864,34.315200000000004,24.79846463123048,18.428800000000003,15.8864,34.315200000000004
6.454846749287521e-5,7.860400444844547e-6,1.031586102611918,1.673444269252243,33.391052335040676,0.3908126900207149,26.818023443402087,0.3108214231363033,6e-5,0,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.511999999999997,14.879,33.391,6.5730288916385895,32.35946623242876,18.511999999999997,14.879,33.391,25.78643734079017,18.511999999999997,14.879000000000001,33.391
7.074710742217844e-5,8.941786600224905e-6,2.747018576576549,1.5146272602122053,33.66974639158775,0.5373265908287745,27.22509403566721,0.4038190557519173,8e-5,4,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.135799999999996,15.5339,33.6697,6.444652355920539,30.9227278150112,18.135799999999996,15.5339,33.6697,24.47807545909066,18.135799999999996,15.533900000000001,33.6697
7.446870763786215e-5,8.890406299291316e-6,3.397700120438733,1.2876872030405129,33.86869909384608,0.6397285921220824,27.45713831910377,0.47681708745160634,6e-5,0,34.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.0335,15.8351,33.8686,6.411560774742313,30.470998973407347,18.0335,15.8351,33.8686,24.059438198665035,18.0335,15.8351,33.8686
6.152593593773922e-5,9.713467198961508e-6,1.1354407248504852,2.0176594413486293,34.172677100229016,0.8616097150286632,27.45408329829897,0.6243667460422118,5e-5,-3,34.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.9216,15.251,34.1726,6.718593801930048,33.037236375378534,18.9216,15.251,34.1726,26.318642573448482,18.9216,15.251000000000001,34.1726
8.63883849726361e-5,7.930140477337249e-6,4.9568183653758675,0.9375542890087571,33.532665247847156,0.3751316512856036,27.37116583752647,0.28842408641898976,8e-5,4,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.2986,16.234,33.5326,6.161499410320687,28.57584688247129,17.2986,16.234,33.5326,22.414347472150602,17.2986,16.234,33.5326
1.0490097520543634e-4,9.345715467523329e-6,6.496817084430109,0.8400456586245878,31.342674799537065,0.3579787948746984,25.8173320608662,0.261200000472215,6e-5,0,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,15.4587,15.8839,31.3426,5.525342738670865,24.845857715106956,15.4587,15.8839,31.3426,19.32051497643609,15.4587,15.8839,31.3426
5.992173773806269e-5,1.0608747574484282e-5,1.7735803049991048,2.0114755807199742,36.06972781983048,1.5407896460541892,29.038727090400585,1.1178771130245724,7.000000000000001e-5,4,35.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,19.7979,16.271800000000002,36.069700000000005,7.031000729429898,34.296147514831375,19.7979,16.271800000000002,36.069700000000005,27.26514678540148,19.797900000000002,16.271800000000002,36.069700000000005
6.54745266826602e-5,8.760128253719459e-6,1.2202998682176884,1.8531807906059945,33.74504886276073,0.509907532427384,27.120877622661133,0.37946033924502154,5e-5,-3,34.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.655200000000004,15.0898,33.745000000000005,6.624171240099599,32.524748994543046,18.655200000000004,15.0898,33.745000000000005,25.900577754443447,18.655200000000004,15.0898,33.745000000000005
7.475631416537839e-5,8.785768796540194e-6,3.468774001515061,1.3508741108513656,33.76332670738559,0.5182262615457869,27.380996823784983,0.38725191313028706,8e-5,4,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.9501,15.8132,33.7633,6.382329883600605,30.294552705870526,17.9501,15.8132,33.7633,23.91222282226992,17.9501,15.8132,33.7633
6.229580690560121e-5,9.52016394809292e-6,1.2345715627292178,1.8701034586603469,34.69666135239002,1.0121055069336238,27.883581203397313,0.7306369814986766,7.000000000000001e-5,3,34.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,19.1873,15.5093,34.696600000000004,6.813080148992704,33.4620897896608,19.1873,15.5093,34.696600000000004,26.649009640668094,19.1873,15.509300000000001,34.696600000000004
7.043844938911203e-5,8.061590755546745e-6,3.0518291506223147,1.395802994441059,33.507523871555335,0.40420472895647286,27.12939028734646,0.31315378817291445,6e-5,0,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.9443,15.5632,33.5075,6.378133584208875,30.45569472093302,17.9443,15.5632,33.5075,24.077561136724146,17.9443,15.5632,33.5075
7.356898339024693e-5,7.675825507428953e-6,3.1488957210335813,1.2954779640096517,33.330876397541445,0.29510629608604466,26.999090559572853,0.2440657040687704,7.000000000000001e-5,2,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.812200000000004,15.5186,33.3308,6.331785837968592,30.181980676507862,17.812200000000004,15.5186,33.3308,23.85019483853927,17.812200000000004,15.518600000000001,33.3308
7.867427138797111e-5,7.889715749346507e-6,4.211541370431729,1.0675965763883355,33.32832794983854,0.352360690971207,27.11927151146408,0.2795482719764989,7.000000000000001e-5,3,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.448299999999996,15.88,33.3283,6.209056438374457,29.11678657940681,17.448299999999996,15.88,33.3283,22.907730141032353,17.448299999999996,15.88,33.3283
7.076177477936092e-5,8.854144743767885e-6,3.5508589711906535,1.3382548049198677,33.77568483493978,0.6455766261641316,27.400236095978187,0.4836828171551819,7.000000000000001e-5,3,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.929300000000005,15.8463,33.775600000000004,6.375448738961595,30.22482586374913,17.929300000000005,15.8463,33.775600000000004,23.849377124787534,17.929300000000005,15.846300000000001,33.775600000000004
7.50507347480821e-5,8.341530175288903e-6,4.169409063337298,1.1828964221708127,33.249250018021726,0.35479692605058233,27.051155584438582,0.28816031476001464,8e-5,5,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.418100000000003,15.8311,33.2492,6.198094433583144,29.07984095468443,17.418100000000003,15.8311,33.2492,22.881746521101284,17.418100000000003,15.831100000000001,33.2492
1.1355940044604294e-4,1.0679462430644384e-5,5.874218977540569,0.8898868442834622,30.9725994266706,0.3532683200592036,25.44216520972048,0.26392068300457766,6e-5,-2,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,15.4911,15.4814,30.9725,5.530434216950123,25.098380449130033,15.4911,15.4814,30.9725,19.56794623217991,15.4911,15.4814,30.9725
7.477076963200688e-5,9.194921586547858e-6,3.6610646460599168,1.3796962159748385,33.58072320051478,0.5086707493854631,27.257042150776392,0.38722242638455895,7.000000000000001e-5,2,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.7815,15.7992,33.5807,6.32368104973839,29.919658554454866,17.7815,15.7992,33.5807,23.595977504716476,17.7815,15.7992,33.5807
7.413187367239867e-5,9.026568502835238e-6,2.6199434719865713,1.499365861179295,33.759728410870295,0.5146879359594416,27.282990987858387,0.3833401455363716,8e-5,3,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,18.2278,15.5319,33.7597,6.476737423011908,31.139784938883725,18.2278,15.5319,33.7597,24.663047515871817,18.227800000000002,15.5319,33.7597
8.068628213115205e-5,8.15932857298087e-6,4.580156733632996,1.018519964961819,33.36646063732429,0.3974814715450212,27.193302896964497,0.3108298498974439,8e-5,4,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.339599999999997,16.0268,33.3664,6.173157740359791,28.78630390369129,17.339599999999997,16.0268,33.3664,22.6131461633315,17.339599999999997,16.0268,33.3664
8.094344866652083e-5,8.240346623997421e-6,3.831643093377005,1.1744301073102907,33.24912870928311,0.2791466888056267,27.01171805246699,0.2349522601606084,7.000000000000001e-5,2,33.5,1,de Campos,2021,Thermal biology ofTuta absoluta:demographic parameters and facultative diapause,10.1007/s10340-020-01286-8,0.00789,Lepidoptera,Gelechiidae,Tuta,absoluta,borer,42.6391,0.04990074147745703,17.535199999999996,15.7139,33.2491,6.237410656816124,29.41748561590611,17.535199999999996,15.7139,33.2491,23.180074959089985,17.535199999999996,15.7139,33.2491
