id,a_est,a_se,Tmin_est,Tmin_se,Tmax_est,Tmax_se,Topt_est,Topt_se,starting_a,starting_Tmin,starting_Tmax
2,4e-5,4.579692770454927e-6,12,0.6543486207266032,35.5,0.9906952082862325,29.901239605924673,0.7261114074172492,4e-5,12,35.5
2,4e-5,4.554199235618203e-6,12,0.5863817289003932,35.5,1.0831246928120044,29.901239605924673,0.8051208750646712,4e-5,12,35.5
2,5e-5,4.226141645271937e-6,13,0.48468318456912385,33.5,0.35518419502136434,28.48436408563312,0.2510370845882618,5e-5,13,33.5
2,4e-5,4.670241421048606e-6,12,0.6481503860135766,35.5,1.0368110938281652,29.901239605924673,0.7630999243869349,4e-5,12,35.5
2,4e-5,4.228224605141698e-6,12,0.6432605941142006,35.5,0.8657289715561632,29.901239605924673,0.6283300804191096,4e-5,12,35.5
2,3.0000000000000004e-5,4.6015460346221625e-6,9,1.1013149077737725,37.5,1.790584890777768,31.052527850560733,1.3189188912608714,3.0000000000000004e-5,9,37.5
2,5e-5,4.023597792477892e-6,13,0.47257455539860704,34.5,0.5064432123284058,29.27108465097374,0.3634528352688565,5e-5,13,34.5
2,4e-5,3.83996894423008e-6,11,0.6773632192626925,34.5,0.5683172333155939,28.957908753233006,0.39710233220017316,4e-5,11,34.5
2,4e-5,4.177196426688703e-6,11,0.6232887482563257,35.5,0.9350640573966464,29.7494897852931,0.6859580065353147,4e-5,11,35.5
2,3.0000000000000004e-5,4.930825079870463e-6,10,0.97200991402564485,38.5,2.3859226157844953,31.985286158193354,1.7993894668240644,3.0000000000000004e-5,10,38.5
2,4e-5,5.019061503915643e-6,12,0.7007962799009134,36.5,1.3097476461261026,30.69159717570175,0.970891043503293,4e-5,12,36.5
2,4e-5,4.400421128207077e-6,11,0.7127685480583683,35.5,0.9085713766213224,29.7494897852931,0.6572140233768566,4e-5,11,35.5
2,4e-5,4.601017568985386e-6,11,0.7377946387913339,35.5,0.9591842454710708,29.7494897852931,0.6950881863153295,4e-5,11,35.5
2,3.0000000000000004e-5,4.587449228623117e-6,10,0.9170013226328331,38.5,2.189484359978952,31.985286158193354,1.6487021151395,3.0000000000000004e-5,10,38.5
2,4e-5,4.875674657180152e-6,12,0.6911110878544887,35.5,1.0621976444188803,29.901239605924673,0.7794271076144436,4e-5,12,35.5
2,4e-5,4.227077757815977e-6,11,0.7040873622683158,33.5,0.39555091332832676,28.166908912169834,0.26686195225796566,4e-5,11,33.5
2,3.0000000000000004e-5,4.65524738179493e-6,10,1.001573122750254,37.5,1.869459107046353,31.190905958272918,1.3880010608743023,3.0000000000000004e-5,10,37.5
2,3.0000000000000004e-5,5.6490180639360235e-6,10,1.1696224407698705,38.5,2.604599378507421,31.985286158193354,1.9532566743657596,3.0000000000000004e-5,10,38.5
2,3.0000000000000004e-5,4.335854050076307e-6,8,1.2336047852500491,35.5,1.0989572810194879,29.326350615946428,0.7701237856176026,3.0000000000000004e-5,8,35.5
2,4e-5,4.337214567860318e-6,12,0.6002899046296681,35.5,0.9652422493919508,29.901239605924673,0.7106966214960482,4e-5,12,35.5
2,4e-5,4.009883134090295e-6,11,0.6527388057802496,34.5,0.632091859146548,28.957908753233006,0.448507071966379,4e-5,11,34.5
2,4e-5,4.002103675812387e-6,11,0.6910873163853571,34.5,0.6021094841465109,28.957908753233006,0.42247320760021,4e-5,11,34.5
2,3.0000000000000004e-5,4.46118776476416e-6,10,0.987933049096389,37.5,1.7390080754791228,31.190905958272918,1.2855743963210733,3.0000000000000004e-5,10,37.5
2,3.0000000000000004e-5,4.726401133688476e-6,9,1.2077526016545934,37.5,1.7107305374616846,31.052527850560733,1.2449206006334068,3.0000000000000004e-5,9,37.5
2,3.0000000000000004e-5,5.010084643205882e-6,9,1.2133152251408255,37.5,1.9239723849776489,31.052527850560733,1.4142478250012975,3.0000000000000004e-5,9,37.5
2,3.0000000000000004e-5,5.235449693173541e-6,10,1.113978805890863,37.5,2.1268229654432758,31.190905958272918,1.5816036685115487,3.0000000000000004e-5,10,37.5
2,4e-5,4.817272854574011e-6,12,0.6741703273892907,36.5,1.2545178119061602,30.69159717570175,0.929669906348833,4e-5,12,36.5
2,3.0000000000000004e-5,5.149616501791304e-6,9,1.30889026277549,37.5,1.8747978134067185,31.052527850560733,1.365748505199017,3.0000000000000004e-5,9,37.5
2,4e-5,4.182743187039639e-6,12,0.5980281355052057,35.5,0.9042956938038185,29.901239605924673,0.662721718763999,4e-5,12,35.5
2,4e-5,4.207327494831343e-6,12,0.5872172912586302,34.5,0.7168823223674768,29.111532777565877,0.519762986900864,4e-5,12,34.5
2,4e-5,4.365045044598169e-6,11,0.6811991340896641,35.5,0.9342676623655652,29.7494897852931,0.6802694635736687,4e-5,11,35.5
2,4e-5,3.6087505106355342e-6,11,0.6139144566740073,34.5,0.5492753073103341,28.957908753233006,0.38651465665608237,4e-5,11,34.5
2,3.0000000000000004e-5,5.7163582410076416e-6,10,1.2446895203028279,38.5,2.5094842243348565,31.985286158193354,1.8698317928024515,3.0000000000000004e-5,10,38.5
2,3.0000000000000004e-5,4.938755187933525e-6,9,1.1820221692367652,36.5,1.6981620997407163,30.257237359869578,1.2419009641613514,3.0000000000000004e-5,9,36.5
2,4e-5,4.0676045427046065e-6,11,0.7325015178229005,34.5,0.5925600184440855,28.957908753233006,0.41233377450188874,4e-5,11,34.5
2,3.0000000000000004e-5,4.694772326054022e-6,9,1.1432592370447472,36.5,1.5809856715597213,30.257237359869578,1.152218977520053,3.0000000000000004e-5,9,36.5
2,3.0000000000000004e-5,5.071726892008611e-6,10,0.988833553743172,38.5,2.480967173812952,31.985286158193354,1.8732865045937404,3.0000000000000004e-5,10,38.5
2,4e-5,4.541046624811307e-6,12,0.6524098783495744,35.5,0.9775645106480192,29.901239605924673,0.7159027189174735,4e-5,12,35.5
2,3.0000000000000004e-5,5.086503481489593e-6,10,1.0185692347850988,38.5,2.423420635190285,31.985286158193354,1.8244933003028976,3.0000000000000004e-5,10,38.5
2,3.0000000000000004e-5,4.793106383222034e-6,9,1.1308535715779457,37.5,1.895506988150121,31.052527850560733,1.3996154291972527,3.0000000000000004e-5,9,37.5
2,4e-5,4.53909615127073e-6,12,0.626327071885039,36.5,1.1970571675395973,30.69159717570175,0.8887127049793971,4e-5,12,36.5
2,3.0000000000000004e-5,4.895837798628263e-6,8,1.3568398806982593,36.5,1.5345020555559432,30.122499761859398,1.0992445546915257,3.0000000000000004e-5,8,36.5
2,3.0000000000000004e-5,5.248599211474987e-6,10,1.1472975789528408,37.5,2.073454340087643,31.190905958272918,1.5358525239509893,3.0000000000000004e-5,10,37.5
2,4e-5,4.500073943897934e-6,12,0.6949036585740078,34.5,0.7096941463733878,29.111532777565877,0.5064692336929868,4e-5,12,34.5
2,4e-5,4.186532397912275e-6,12,0.5477210477875719,36.5,1.1582140322542196,30.69159717570175,0.865436622537212,4e-5,12,36.5
2,4e-5,3.973463877666219e-6,11,0.6452626721180662,34.5,0.6275720875170383,28.957908753233006,0.44549855375286695,4e-5,11,34.5
2,4e-5,4.192759921665682e-6,12,0.5433077860004377,35.5,0.991185527416924,29.901239605924673,0.736191525887057,4e-5,12,35.5
2,4e-5,4.7642528928808805e-6,11,0.7406366633793698,35.5,1.0235775215487353,29.7494897852931,0.7457921875024808,4e-5,11,35.5
2,3.0000000000000004e-5,4.887236711618886e-6,9,1.1441239978558242,37.5,1.949884749484728,31.052527850560733,1.4416359436968216,3.0000000000000004e-5,9,37.5
2,3.0000000000000004e-5,4.6569268372716e-6,9,1.1644135364500325,36.5,1.520210840353793,30.257237359869578,1.1018824032577719,3.0000000000000004e-5,9,36.5
2,4e-5,4.495264829407727e-6,12,0.6293414798965978,35.5,0.9901906563809096,29.901239605924673,0.7278869965591795,4e-5,12,35.5
2,3.0000000000000004e-5,5.15038661640693e-6,10,1.077984989758074,38.5,2.349695865058914,31.985286158193354,1.7597610306659965,3.0000000000000004e-5,10,38.5
2,4e-5,4.664902311767217e-6,11,0.8343455028663276,34.5,0.6831301522103566,28.957908753233006,0.4760116190752461,4e-5,11,34.5
2,4e-5,4.082566035164897e-6,11,0.6833541187847165,34.5,0.6293510033325259,28.957908753233006,0.44423187620173143,4e-5,11,34.5
2,4e-5,4.150729619289919e-6,11,0.7077319424022219,34.5,0.6306418544101249,28.957908753233006,0.4435760740579936,4e-5,11,34.5
