study,a_est,a_se,Tmin_est,Tmin_se,Tmax_est,Tmax_se,Value,Topt_se,a,Tmin,Tmax
1,7.439169240523455e-5,8.497647657470977e-6,3.3517497332471775,1.3122703412790624,33.51246942730866,0.4486337916284041,27.167185918238157,0.3444136530024345,8e-5,4,33.5
2,3.5604091835178154e-5,4.682428100629359e-6,10.70133525831142,0.8394999891261302,36.0944949003955,1.3899374336753931,30.176374592487036,1.0267441491775746,4e-5,12,35.5
3,3.103646980723593e-4,2.5145709598404088e-5,12.691532657473411,0.12803959029514536,28.49551692372034,0.7178623064099202,24.508976853234756,0.5583259692578195,3.2e-4,13,28.5
4,8.133106132460914e-5,2.037782379713401e-5,8.794888249498339,1.703916569152483,37.21580473776205,3.1196015986904198,30.79862240154365,2.3099265870520673,1.1e-4,11,34.5
5,2.4375889470489243e-4,1.613266569950646e-5,5.52627286907492,0.3944973680479581,33.000481850745494,0.8448420760382943,27.01597383741123,0.6372296258710999,2.6000000000000003e-4,6,32.5
6,1.408745282800959e-4,6.983527465185115e-5,13.569267507632862,4.1257805843692354,33.59678372917419,2.1821263963034436,28.655294425958896,1.1723185634535698,1.5e-4,14,33.5
7,1.1695445835108519e-4,1.5625919680144453e-6,16.424548700027145,0.08577672245992075,33.26082429708265,0.01900909993723397,28.903014149374577,0.01858728320848398,1e-4,15,33.5
9,8.95163200475438e-5,5.1447195163532745e-5,-1.966343867208233,8.591295384959697,38.44717498360719,6.22624136140562,30.56723310977818,4.288789762055058,8e-5,-4,39.5
11,3.2532035525127055e-4,7.010186117786308e-5,14.010834099128664,1.4561086896439783,30.0877199541388,0.5359285988060327,25.988312918450013,0.44971203402978205,1.6e-4,8,30.5
12,2e-5,1.4245147420610035e-5,-3,13.473326086254595,30.5,2.55286336853876,24.117566071606575,1.4407656061428444,2e-5,-3,30.5
16,8.865663909776573e-5,7.68961363668246e-6,12.848483301803448,0.5227424893015743,34.48989038353602,0.7204321435886339,29.238558719028795,0.5077364959504941,9e-5,13,34.5
17,5.826759792928678e-4,1.7542024283510718e-5,17.67883990754211,0.1270268552704994,30.226047418287887,0.037903150325398795,26.81793015503667,0.034810062853259854,4.8000000000000007e-4,17,30.5
18,1.337290410750943e-4,5.215124323374712e-6,16.19060660426906,0.31759813361989014,39.027321780484144,0.19922727571682644,33.35970290909708,0.13159462046782006,1.5e-4,17,38.5
19,3.1997632751592934e-4,6.20380717696889e-5,19.113797691398386,0.6940700636140067,28.98537893896517,0.6215427537172894,26.19741695646369,0.4140432081335216,2e-4,18,30.5
20,9.201602136529611e-5,1.4220999237686554e-5,8.428229838599545,1.0849577430564021,28.1836858574655,0.6056086670341344,23.573238288791465,0.4002148302470384,5e-5,4,30.5
22,1.6643592714890695e-4,3.4874509120241793e-6,8.747806793404646,0.11362797028616134,33.69044957128008,0.22270484037245816,27.989162954635997,0.17090528061845917,1.7e-4,9,33.5
23,7.334487618185562e-5,5.928500100183957e-6,8.974273508140175,0.8810722640369428,34.07733692378236,0.2681265060792785,28.328202062401054,0.18775979934734455,6e-5,6,34.5
24,8.396112941336526e-5,5.347792874820974e-6,6.266309321337312,0.44200123449270345,45.60310904347255,1.5146251747343034,37.16680611814401,1.1650641976118037,9e-5,7,44.5
